Label	Total Fwd Packets	Total Backward Packets	Flow Bytes/s	Flow Packets/s	Flow Duration	FIN Flag Count	SYN Flag Count	ACK Flag Count	Packet Length Mean	Down/Up Ratio	Average Packet Size
BENIGN	1	1	0	37735.8	53	0	0	1	0	1	0
DDoS	8	6	142.038	0.170499	8.2112e+07	0	0	1	777.933	0	833.5
BENIGN	2	2	5384.62	128.205	31200	0	0	0	40.4	1	50.5
DDoS	5	0	4.32724	0.721207	6.93282e+06	0	0	1	6	0	7.2
BENIGN	12	13	0.653765	0.20954	1.19309e+08	0	0	1	3.23077	1	3.36
BENIGN	6	5	6221.85	20.3147	541479	0	0	0	280.75	0	306.273
DDoS	3	4	596746	359.269	19484	0	0	0	1453.38	1	1661
DDoS	3	5	32173.7	22.1372	361382	0	0	0	1291.89	1	1453.38
DDoS	3	4	11273.5	6.78366	1.03189e+06	0	0	0	1454.12	1	1661.86
BENIGN	4	0	185.359	25.5668	156453	0	0	1	5.8	0	7.25
DDoS	8	6	1377.39	1.65339	8.46745e+06	0	0	1	777.933	0	833.5
BENIGN	2	2	124.35	1.56415	2.55731e+06	0	0	0	72.8	1	91
DDoS	4	0	3.28091	0.546818	7.31505e+06	0	0	1	6	0	7.5
BENIGN	1	1	1292.81	11.5947	172493	0	0	0	91.6667	1	137.5
DDoS	3	6	118751	91.8733	97961	0	0	0	1163.3	2	1292.56
BENIGN	2	2	1.65217e+06	17391.3	230	0	0	0	82.2	1	102.75
BENIGN	1	1	0	222222	9	0	0	1	0	1	0
DDoS	5	0	8.89168	1.48195	3.37394e+06	0	0	1	6	0	7.2
BENIGN	2	0	0	2e+06	1	0	0	1	0	0	0
DDoS	5	0	5.85265	0.975441	5.12588e+06	0	0	1	6	0	7.2
DDoS	3	6	101783	78.7457	114292	0	0	0	1163.3	2	1292.56
BENIGN	1	1	0	64516.1	31	0	0	1	0	1	0
DDoS	9	4	115.512	0.128754	1.00968e+08	0	0	1	833.5	0	897.615
BENIGN	14	13	140.566	0.374621	7.20729e+07	0	0	0	361.821	0	375.222
DDoS	3	7	67677	58.1767	171890	0	0	0	1057.55	2	1163.3
DDoS	8	6	120.221	0.14431	9.70133e+07	0	0	1	777.933	0	833.5
BENIGN	10	6	4505.93	31.7459	504002	0	0	0	133.588	0	141.938
DDoS	8	5	158.046	0.176254	7.37571e+07	0	0	1	833.071	0	897.154
BENIGN	2	2	2939.63	42.9143	93209	0	0	0	62.4	1	78
DDoS	3	4	7779.86	4.68142	1.49527e+06	0	0	0	1454.12	1	1661.86
BENIGN	1	1	0	24691.4	81	0	0	1	0	1	0
BENIGN	2	2	1.6e+06	22222.2	180	0	0	0	66	1	82.5
BENIGN	2	2	1.71014e+06	28985.5	138	0	0	0	57.4	1	71.75
DDoS	3	6	308679	238.936	37667	0	0	0	1162.7	2	1291.89
DDoS	8	6	142.39	0.170922	8.19086e+07	0	0	1	777.933	0	833.5
BENIGN	2	0	770833	41666.7	48	0	1	1	24.6667	0	37
BENIGN	2	2	1.13966e+06	22346.4	179	0	0	0	49.4	1	61.75
BENIGN	14	10	16420.5	59.4051	404006	0	0	0	265.36	0	276.417
DDoS	4	0	3.19671	0.532785	7.50772e+06	0	0	1	6	0	7.5
DDoS	4	0	2.51328	0.418881	9.54926e+06	0	0	1	6	0	7.5
BENIGN	2	1	0	31.5484	95092	0	0	1	0	0	0
BENIGN	1	1	3718.35	33.6502	59435	0	0	0	95	1	142.5
DDoS	3	6	179211	138.72	64879	0	0	0	1162.7	2	1291.89
BENIGN	14	12	29.2209	0.428266	6.07099e+07	0	0	0	65.7037	0	68.2308
DDoS	8	5	158.981	0.177297	7.33231e+07	0	0	1	833.071	0	897.154
DDoS	3	5	345466	237.699	33656	0	0	0	1291.89	1	1453.38
DDoS	3	4	9664.06	5.81822	1.20312e+06	0	0	0	1453.38	1	1661
DDoS	3	6	9406.49	7.27743	1.2367e+06	0	0	0	1163.3	2	1292.56
DDoS	5	0	15.0224	2.50374	1.99701e+06	0	0	1	6	0	7.2
DDoS	3	6	8550.51	6.6152	1.3605e+06	0	0	0	1163.3	2	1292.56
DDoS	3	5	25757.5	17.7134	451635	0	0	0	1292.56	1	1454.12
BENIGN	4	4	31.2166	0.226207	3.53658e+07	0	0	0	127.111	1	143
DDoS	5	0	6.63734	1.10622	4.51988e+06	0	0	1	6	0	7.2
BENIGN	2	2	1.43396e+06	25157.2	159	0	0	0	54.2	1	67.75
BENIGN	2	2	1.09645e+06	20304.6	197	0	0	0	52.4	1	65.5
BENIGN	2	0	9.25e+06	500000	4	0	1	1	24.6667	0	37
DDoS	3	6	50938.9	39.4298	228254	0	0	0	1162.7	2	1291.89
DDoS	8	4	118.496	0.121982	9.83748e+07	0	0	1	897.154	0	971.917
BENIGN	2	2	1.01622e+06	21621.6	185	0	0	0	45.4	1	56.75
BENIGN	1	1	2242.41	46.717	42811	0	0	0	48	1	72
DDoS	9	6	115.635	0.14872	1.00861e+08	0	0	1	729.312	0	777.933
BENIGN	1	1	0	1654.26	1209	0	0	1	0	1	0
BENIGN	1	1	1542.9	28.5722	69998	0	0	0	51.3333	1	77
DDoS	4	0	15.1064	2.51773	1.58874e+06	0	0	1	6	0	7.5
BENIGN	2	2	632124	10362.7	386	0	0	0	55.4	1	69.25
BENIGN	510	669	204380	225.113	5.23737e+06	0	0	0	907.128	1	907.897
BENIGN	1	1	5595.63	64.6893	30917	0	0	0	76.3333	1	114.5
BENIGN	3	1	2.19866	0.732888	5.45786e+06	0	0	0	2.4	0	3
BENIGN	3	1	0	0.726609	5.50502e+06	0	0	0	0	0	0
DDoS	3	5	96263	66.2	120846	0	0	0	1292.56	1	1454.12
BENIGN	1	1	0	9803.92	204	0	0	1	0	1	0
DDoS	3	5	38275.5	26.322	303928	0	0	0	1292.56	1	1454.12
BENIGN	1	1	4013.83	28.5682	70008	0	0	0	109.667	1	164.5
DDoS	3	6	12012.9	9.29394	968373	0	0	0	1163.3	2	1292.56
BENIGN	2	2	1.98742e+06	25157.2	159	0	0	0	73.6	1	92
BENIGN	3	1	215859	17621.1	227	0	0	1	11	0	13.75
DDoS	4	0	59.5495	9.92492	403026	0	0	1	6	0	7.5
DDoS	3	4	27018.3	16.2663	430338	0	0	0	1453.38	1	1661
DDoS	3	5	212052	145.903	54831	0	0	0	1291.89	1	1453.38
BENIGN	1	1	1104.31	23.0065	86932	0	0	0	48	1	72
BENIGN	3	1	2.15507	0.718356	5.56827e+06	0	0	0	2.4	0	3
BENIGN	2	0	0	500000	4	0	0	1	0	0	0
BENIGN	2	2	1.47783e+06	19704.4	203	0	0	0	69.4	1	86.75
BENIGN	5	1	40.3791	1.43358	4.18533e+06	0	1	1	30.7143	0	35.8333
BENIGN	2	0	4.13333e+07	666667	3	0	0	0	62	0	93
BENIGN	1	1	5717.22	64.2385	31134	0	0	0	75	1	112.5
BENIGN	2	0	506849	27397.3	73	0	1	1	24.6667	0	37
BENIGN	2	2	2.28261e+06	21739.1	184	0	0	0	92.2	1	115.25
DDoS	3	6	254763	197.1	45662	0	0	0	1163.3	2	1292.56
DDoS	8	4	158.403	0.16298	7.36289e+07	0	0	1	897.615	0	972.417
DDoS	3	4	6783.87	4.08421	1.71392e+06	0	0	0	1453.38	1	1661
BENIGN	11	11	190.484	0.663391	3.3163e+07	0	0	0	274.652	1	287.136
DDoS	3	4	17736.1	10.678	655556	0	0	0	1453.38	1	1661
BENIGN	2	0	4e+06	666667	3	0	0	1	6	0	9
BENIGN	1	1	3710.7	65.0999	30722	0	0	0	54.3333	1	81.5
DDoS	3	6	109483	84.7466	106199	0	0	0	1162.7	2	1291.89
BENIGN	6	8	2776.19	34.7645	402710	0	0	0	74.5333	1	79.8571
BENIGN	2	2	1.48023e+06	22598.9	177	0	0	0	61.4	1	76.75
DDoS	3	5	46962	32.3124	247583	0	0	0	1291.89	1	1453.38
DDoS	8	6	145.185	0.174276	8.03322e+07	0	0	1	777.933	0	833.5
DDoS	8	5	123.77	0.13803	9.41826e+07	0	0	1	833.071	0	897.154
DDoS	3	5	10942.4	7.52505	1.06312e+06	0	0	0	1292.56	1	1454.12
BENIGN	1	1	0	41666.7	48	0	0	1	0	1	0
BENIGN	1	1	150000	25000	80	0	0	1	6	1	9
BENIGN	2	2	3569.06	83.0013	48192	0	0	0	41.4	1	51.75
DDoS	3	4	369651	222.547	31454	0	0	0	1453.38	1	1661
DDoS	2	6	15707.3	10.813	739847	0	0	0	1291.22	3	1452.62
DDoS	3	5	11690.4	8.03946	995092	0	0	0	1292.56	1	1454.12
BENIGN	2	2	9621.01	130.014	30766	0	0	0	67.6	1	84.5
DDoS	4	0	2.61671	0.436118	9.17184e+06	0	0	1	6	0	7.5
DDoS	4	0	3.90122	0.650204	6.15192e+06	0	0	1	6	0	7.5
DDoS	3	5	6728.03	4.62686	1.72903e+06	0	0	0	1292.56	1	1454.12
BENIGN	2	0	9.25e+06	500000	4	0	1	1	24.6667	0	37
BENIGN	10	10	18.6818	0.300834	6.64819e+07	0	0	0	59.1429	1	62.1
BENIGN	2	2	1.39459e+06	21621.6	185	0	0	0	59.4	1	74.25
DDoS	5	0	3.71848	0.619746	8.06782e+06	0	0	1	6	0	7.2
BENIGN	2	2	2.05031e+06	25157.2	159	0	0	0	75.4	1	94.25
DDoS	7	4	1327.02	1.25288	8.77979e+06	0	0	1	971.417	0	1059.73
DDoS	3	4	17271.4	10.3928	673543	0	0	0	1454.12	1	1661.86
BENIGN	9	13	141550	218.534	100671	0	0	0	678.261	1	709.091
BENIGN	1	1	0	40000	50	0	0	1	0	1	0
DDoS	4	0	2.97817	0.496362	8.05863e+06	0	0	1	6	0	7.5
DDoS	5	0	8.01297	1.33549	3.74393e+06	0	0	1	6	0	7.2
DDoS	5	0	2.96751	0.494585	1.01095e+07	0	0	1	6	0	7.2
DDoS	3	6	6193.36	4.79156	1.8783e+06	0	0	0	1163.3	2	1292.56
BENIGN	1	1	0	34482.8	58	0	0	1	0	1	0
BENIGN	14	8	58715.1	196.82	111777	0	0	0	285.348	0	298.318
BENIGN	2	2	2.86465	0.0596802	6.70239e+07	0	0	0	48	1	60
BENIGN	49	54	679.246	0.887295	1.16083e+08	0	0	0	758.163	1	765.524
BENIGN	10	5	14482.4	104.29	143830	0	0	0	130.188	0	138.867
BENIGN	2	2	1.21888e+06	17167.4	233	0	0	0	63	1	78.75
BENIGN	2	2	800.817	12.8131	312181	0	0	0	56.4	1	70.5
DDoS	8	4	139.734	0.143845	8.34229e+07	0	0	1	897.154	0	971.917
BENIGN	2	2	1.79121e+06	21978	182	0	0	0	75.4	1	94.25
BENIGN	1	1	3985.17	32.6653	61227	0	0	0	100.667	1	151
DDoS	3	6	6353.98	4.91582	1.83082e+06	0	0	0	1163.3	2	1292.56
BENIGN	2	2	1.18219e+06	16194.3	247	0	0	0	67	1	83.75
DDoS	3	4	6512.77	3.91897	1.78618e+06	0	0	0	1454.12	1	1661.86
DDoS	2	4	70624.2	36.4449	164632	0	0	0	1661	2	1937.83
DDoS	3	4	27894.5	16.7851	417036	0	0	0	1454.12	1	1661.86
BENIGN	7	6	3010.01	38.0274	341859	0	0	0	73.5	0	79.1538
BENIGN	2	0	2949.85	491.642	4068	0	0	1	6	0	9
BENIGN	1	1	1331.44	13.7973	144956	0	0	0	79	1	118.5
BENIGN	8	5	846.641	2.05304	6.33208e+06	0	0	0	382.929	0	412.385
DDoS	3	5	18379.2	12.6393	632944	0	0	0	1292.56	1	1454.12
BENIGN	23	22	108.429	0.389627	1.15495e+08	0	0	0	272.239	0	278.289
BENIGN	7	4	147.25	2.07395	5.30389e+06	0	0	0	65.0833	0	71
BENIGN	2	2	10.7196	0.102335	3.90873e+07	0	0	0	93.2	1	116.5
DDoS	4	0	36.3088	6.05147	660996	0	0	1	6	0	7.5
BENIGN	1	1	0	21.0155	95168	0	0	1	0	1	0
DDoS	5	0	2.48043	0.413405	1.20947e+07	0	0	1	6	0	7.2
BENIGN	1	1	125000	20833.3	96	0	0	1	6	1	9
BENIGN	4	2	3750.94	57.7067	103974	0	0	0	61.8571	0	72.1667
DDoS	8	4	141.769	0.145941	8.22252e+07	0	0	1	897.154	0	971.917
BENIGN	25	21	86.6355	0.392325	1.1725e+08	0	0	0	216.128	0	220.826
DDoS	5	0	14.6838	2.44729	2.04307e+06	0	0	1	6	0	7.2
DDoS	4	0	19.5141	3.25235	1.22988e+06	0	0	1	6	0	7.5
DDoS	3	5	6198.2	4.2647	1.87587e+06	0	0	0	1291.89	1	1453.38
DDoS	3	4	8887.32	5.34783	1.30894e+06	0	0	0	1454.12	1	1661.86
BENIGN	22	20	90.6867	0.364587	1.15199e+08	0	0	0	242.953	0	248.738
DDoS	8	4	118.554	0.122043	9.83261e+07	0	0	1	897.154	0	971.917
DDoS	5	0	6.95103	1.15851	4.31591e+06	0	0	1	6	0	7.2
BENIGN	3	1	0	0.677099	5.90755e+06	0	0	0	0	0	0
DDoS	3	5	821987	565.571	14145	0	0	0	1291.89	1	1453.38
BENIGN	2	2	1.66474e+06	23121.4	173	0	0	0	65.6	1	82
DDoS	5	0	5.56115	0.926858	5.39457e+06	0	0	1	6	0	7.2
DDoS	5	0	2.71968	0.45328	1.10307e+07	0	0	1	6	0	7.2
DDoS	8	4	129.66	0.133407	8.99503e+07	0	0	1	897.615	0	972.417
BENIGN	2	0	0	666667	3	0	0	1	0	0	0
DDoS	4	0	5.08268	0.847113	4.72192e+06	0	0	1	6	0	7.5
DDoS	4	0	2.45304	0.40884	9.78379e+06	0	0	1	6	0	7.5
DDoS	3	5	9315.17	6.40603	1.24882e+06	0	0	0	1292.56	1	1454.12
BENIGN	2	2	6490.18	85.3971	46840	0	0	0	66.8	1	83.5
DDoS	5	0	19.6978	3.28297	1.52301e+06	0	0	1	6	0	7.2
BENIGN	1	1	160000	26666.7	75	0	0	1	6	1	9
DDoS	4	0	8.28794	1.38132	2.89577e+06	0	0	1	6	0	7.5
DDoS	3	5	8661.6	5.95657	1.34306e+06	0	0	0	1292.56	1	1454.12
BENIGN	2	0	0	68.3177	29275	0	0	1	0	0	0
BENIGN	3	0	3905.2	403.986	7426	0	0	1	7.25	0	9.66667
DDoS	3	5	54072.8	37.1858	215136	0	0	0	1292.56	1	1454.12
DDoS	8	5	1393.54	1.55329	8.36935e+06	0	0	1	833.5	0	897.615
DDoS	4	0	10.625	1.77083	2.25882e+06	0	0	1	6	0	7.5
BENIGN	3	3	3.8646	0.0526991	1.13854e+08	0	0	0	69	1	80.5
BENIGN	1	1	3669.65	41.7005	47961	0	0	0	77.3333	1	116
BENIGN	3	1	177536	14492.8	276	0	0	1	11	0	13.75
DDoS	4	0	21.2413	3.54021	1.12988e+06	0	0	1	6	0	7.5
DDoS	2	6	449659	309.55	25844	0	0	0	1291.22	3	1452.62
BENIGN	7	5	478.022	1.20207	9.98281e+06	0	0	0	367.077	0	397.667
DDoS	4	0	4.1104	0.685066	5.83885e+06	0	0	1	6	0	7.5
BENIGN	14	9	16553.3	56.0385	410432	0	0	0	283.083	0	295.391
BENIGN	10	10	16.5436	0.32792	6.09904e+07	0	0	0	48.0476	1	50.45
BENIGN	1	1	444444	74074.1	27	0	0	1	6	1	9
DDoS	3	4	348208	209.637	33391	0	0	0	1453.38	1	1661
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	22.6667	0	34
DDoS	3	4	283143	170.466	41064	0	0	0	1453.38	1	1661
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	24.6667	0	37
BENIGN	6	5	32626.1	92.7597	118586	0	0	0	322.417	0	351.727
DDoS	3	4	11440.1	6.88748	1.01634e+06	0	0	0	1453.38	1	1661
DDoS	4	0	2.59185	0.431975	9.25979e+06	0	0	1	6	0	7.5
BENIGN	2	0	4e+06	666667	3	0	0	1	6	0	9
BENIGN	2	2	1.94318e+06	22727.3	176	0	0	0	75.4	1	94.25
DDoS	5	0	2.79683	0.466139	1.07264e+07	0	0	1	6	0	7.2
DDoS	8	5	144.222	0.160755	8.08684e+07	0	0	1	833.5	0	897.615
DDoS	3	6	13045.5	10.0928	891722	0	0	0	1163.3	2	1292.56
DDoS	3	4	32860.6	19.7836	353828	0	0	0	1453.38	1	1661
BENIGN	1	1	0	23529.4	85	0	0	1	0	1	0
BENIGN	1	1	665.218	9.30375	214967	0	0	0	63	1	94.5
DDoS	3	5	410465	282.277	28341	0	0	0	1292.56	1	1454.12
DDoS	8	5	162.545	0.181179	7.17524e+07	0	0	1	833.5	0	897.615
BENIGN	1	1	0	40000	50	0	0	1	0	1	0
BENIGN	16	14	10.7506	0.260516	1.15156e+08	0	0	0	39.9355	0	41.2667
DDoS	3	7	40773.5	35.0679	285161	0	0	0	1057	2	1162.7
DDoS	5	0	3.09168	0.51528	9.70346e+06	0	0	1	6	0	7.2
BENIGN	4	4	11473.7	254.972	31376	0	0	0	44.1111	1	49.625
DDoS	3	4	6944.1	4.18067	1.67437e+06	0	0	0	1453.38	1	1661
DDoS	4	3	259317	156.121	44837	0	0	1	1453.38	0	1661
BENIGN	1	1	3152.4	65.675	30453	0	0	0	48	1	72
DDoS	2	6	6915.41	4.76063	1.68045e+06	0	0	0	1291.22	3	1452.62
BENIGN	2	2	1.23741e+06	28777	139	0	0	0	41.4	1	51.75
BENIGN	1	1	255319	42553.2	47	0	0	1	6	1	9
BENIGN	2	2	1.17209e+06	18604.7	215	0	0	0	56.8	1	71
BENIGN	1	1	4634.77	65.2784	30638	0	0	0	63.6667	1	95.5
BENIGN	2	2	9709.68	129.462	30897	0	0	0	69.4	1	86.75
BENIGN	3	3	48.8829	1.95532	3.06856e+06	0	0	0	28.5714	1	33.3333
BENIGN	15	12	58604.4	91.7073	294415	0	0	0	616.214	0	639.037
BENIGN	2	1	0	97.1062	30894	0	0	1	0	0	0
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	22.6667	0	34
BENIGN	1	1	1862.96	22.0468	90716	0	0	0	70	1	105
DDoS	3	4	12304.2	7.40771	944962	0	0	0	1453.38	1	1661
BENIGN	4	2	9373.8	191.302	31364	0	0	0	46.8571	0	54.6667
DDoS	3	6	408036	315.845	28495	0	0	0	1162.7	2	1291.89
BENIGN	35	42	6882.19	54.8581	1.40362e+06	0	0	0	123.846	1	125.455
BENIGN	2	0	100000	16666.7	120	0	0	1	6	0	9
BENIGN	2	2	1.93966e+06	17241.4	232	0	0	0	98.4	1	123
DDoS	4	0	2.54486	0.424143	9.43079e+06	0	0	1	6	0	7.5
BENIGN	2	2	16454.8	164.548	24309	0	0	0	87.2	1	109
DDoS	4	0	6.14313	1.02386	3.9068e+06	0	0	1	6	0	7.5
BENIGN	3	1	14128.7	3139.72	1274	1	0	0	4.8	0	6
DDoS	5	0	4.89248	0.815413	6.13186e+06	0	0	1	6	0	7.2
DDoS	5	0	4.94495	0.824158	6.0668e+06	0	0	1	6	0	7.2
DDoS	5	0	2.97714	0.496191	1.00768e+07	0	0	1	6	0	7.2
BENIGN	8	6	731.387	2.00184	6.99356e+06	0	0	0	341	0	365.357
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	22.6667	0	34
DDoS	8	5	123.676	0.137854	9.43027e+07	0	0	1	833.5	0	897.615
DDoS	3	6	18580.8	14.3827	625753	0	0	0	1162.7	2	1291.89
DDoS	3	6	11502.8	8.89927	1.01132e+06	0	0	0	1163.3	2	1292.56
DDoS	5	0	5.13624	0.85604	5.84085e+06	0	0	1	6	0	7.2
DDoS	4	0	657.57	109.595	36498	0	0	1	6	0	7.5
BENIGN	2	0	53571.4	8928.57	224	0	0	1	6	0	9
BENIGN	1	1	0	23809.5	84	0	0	1	0	1	0
BENIGN	3	1	0	0.705814	5.66722e+06	0	0	0	0	0	0
DDoS	5	0	8.73173	1.45529	3.43574e+06	0	0	1	6	0	7.2
DDoS	3	5	89442.6	61.5096	130061	0	0	0	1292.56	1	1454.12
BENIGN	10	10	27396.4	34.5325	579164	0	0	0	755.571	1	793.35
BENIGN	2	2	6548.06	123.548	32376	0	0	0	48.6	1	60.75
BENIGN	4	4	6.4486	0.0741218	1.0793e+08	0	0	0	84.2222	1	94.75
BENIGN	2	2	5864.24	65.5222	61048	0	0	0	78.8	1	98.5
BENIGN	2	2	2.34646e+06	15748	254	0	0	0	125.6	1	157
BENIGN	2	2	2.85714e+06	20408.2	196	0	0	0	120.8	1	151
DDoS	4	0	532.67	88.7784	45056	0	0	1	6	0	7.5
DDoS	2	6	80632	55.5078	144124	0	0	0	1291.22	3	1452.62
DDoS	4	0	2.98886	0.498144	8.02981e+06	0	0	1	6	0	7.5
BENIGN	1	1	2145.48	19.8655	100677	0	0	0	85.6667	1	128.5
BENIGN	4	2	12007.9	97.8905	61293	0	0	0	109.429	0	127.667
BENIGN	10	5	15314.4	143.126	104803	0	0	0	100.312	0	107
DDoS	3	5	12383.7	8.52067	938893	0	0	0	1291.89	1	1453.38
DDoS	5	0	2.98071	0.496786	1.00647e+07	0	0	1	6	0	7.2
BENIGN	3	0	390909	27272.7	110	0	0	1	12.25	0	16.3333
DDoS	5	0	3.72448	0.620747	8.05482e+06	0	0	1	6	0	7.2
DDoS	5	0	2.70424	0.450706	1.10937e+07	0	0	1	6	0	7.2
BENIGN	32	33	59197.4	65.6336	990347	0	0	0	888.273	1	901.938
BENIGN	2	1	0	75.8591	39547	0	0	1	0	0	0
BENIGN	2	2	6209.56	65.3637	61196	0	0	0	82.2	1	102.75
DDoS	4	0	24.4867	4.08112	980124	0	0	1	6	0	7.5
DDoS	3	5	12391.6	8.52607	938299	0	0	0	1291.89	1	1453.38
DDoS	5	0	2.98307	0.497178	1.00568e+07	0	0	1	6	0	7.2
DDoS	4	0	5.32334	0.887224	4.50845e+06	0	0	1	6	0	7.5
DDoS	5	0	7.59298	1.2655	3.95102e+06	0	0	1	6	0	7.2
DDoS	5	0	2.80773	0.467954	1.06848e+07	0	0	1	6	0	7.2
BENIGN	2	2	1.55422e+06	24096.4	166	0	0	0	59.4	1	74.25
DDoS	5	0	9.41342	1.5689	3.18694e+06	0	0	1	6	0	7.2
DDoS	3	4	41695.1	25.1024	278858	0	0	0	1453.38	1	1661
DDoS	5	0	3.12932	0.521553	9.58676e+06	0	0	1	6	0	7.2
BENIGN	14	20	564.562	1.11632	3.04572e+07	0	0	0	491.286	1	505.735
BENIGN	1	1	10530.3	62.3092	32098	0	0	0	131.667	1	197.5
DDoS	5	0	3.67162	0.611937	8.17077e+06	0	0	1	6	0	7.2
BENIGN	2	2	1.42574e+06	19802	202	0	0	0	66	1	82.5
DDoS	8	5	143.015	0.15941	8.15508e+07	0	0	1	833.5	0	897.615
DDoS	4	0	2.01619	0.336031	1.19037e+07	0	0	1	6	0	7.5
BENIGN	26	0	960.8	25.9676	1.00125e+06	0	0	0	37	0	38.4231
DDoS	3	6	18329.8	14.1884	634322	0	0	0	1162.7	2	1291.89
DDoS	3	5	7446.23	5.12076	1.56227e+06	0	0	0	1292.56	1	1454.12
BENIGN	15	10	28822.5	86.1813	290086	0	0	0	321.577	0	334.44
BENIGN	2	2	1.77358e+06	25157.2	159	0	0	0	66.8	1	83.5
BENIGN	1	1	5472.85	65.1529	30697	0	0	0	74.6667	1	112
DDoS	3	4	19642.6	11.8258	591928	0	0	0	1453.38	1	1661
BENIGN	1	1	0	32786.9	61	0	0	1	0	1	0
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	24.6667	0	37
BENIGN	15	6	51390.2	54.0922	388226	0	0	0	906.864	0	950.048
DDoS	4	0	3.97682	0.662804	6.03497e+06	0	0	1	6	0	7.5
DDoS	3	4	84448.2	50.8418	137682	0	0	0	1453.38	1	1661
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	24.6667	0	37
BENIGN	3	1	236715	19323.7	207	0	0	1	11	0	13.75
BENIGN	13	13	95.6034	0.429307	6.05627e+07	0	0	0	214.444	1	222.692
DDoS	8	6	129.117	0.154989	9.03289e+07	0	0	1	777.933	0	833.5
BENIGN	2	2	7964.63	134.994	29631	0	0	0	56.2	1	70.25
DDoS	4	0	2.93037	0.488395	8.19009e+06	0	0	1	6	0	7.5
DDoS	8	6	143.718	0.172604	8.11105e+07	0	0	1	777.533	0	833.071
BENIGN	2	2	1.45e+06	20000	200	0	0	0	67.4	1	84.25
BENIGN	10	5	9386.38	79.1431	189530	0	0	0	111.188	0	118.6
BENIGN	2	2	12375.2	116.747	34262	0	0	0	91.6	1	114.5
DDoS	3	5	10131.8	6.96762	1.14817e+06	0	0	0	1292.56	1	1454.12
BENIGN	1	1	631579	105263	19	0	0	1	6	1	9
DDoS	3	5	15069.9	10.3635	771938	0	0	0	1292.56	1	1454.12
DDoS	5	0	3.73375	0.622292	8.03481e+06	0	0	1	6	0	7.2
BENIGN	2	2	6925.76	106.55	37541	0	0	0	62.2	1	77.75
DDoS	3	5	27274.3	18.7565	426518	0	0	0	1292.56	1	1454.12
BENIGN	2	0	4e+06	666667	3	0	0	1	6	0	9
BENIGN	1	1	3115.78	32.9712	60659	0	0	0	79.3333	1	119
DDoS	4	0	2.70459	0.450765	8.8738e+06	0	0	1	6	0	7.5
BENIGN	14	13	23597.2	109.792	245919	0	0	0	207.25	0	214.926
DDoS	5	0	4.97195	0.828659	6.03385e+06	0	0	1	6	0	7.2
BENIGN	2	2	1.57616e+06	8830.02	453	0	0	0	178.4	1	223
DDoS	3	4	46297.6	27.8733	251136	0	0	0	1453.38	1	1661
BENIGN	20	16	14.1379	0.311294	1.15646e+08	0	0	0	44.1892	0	45.4167
BENIGN	3	5	44711.1	132.575	60343	0	0	0	299.778	1	337.25
BENIGN	2	2	5720.23	130.005	30768	0	0	0	42.4	1	53
DDoS	3	5	73774	50.7605	157603	0	0	0	1291.89	1	1453.38
BENIGN	2	2	1.96947e+06	15267.2	262	0	0	0	116.2	1	145.25
DDoS	8	6	157.897	0.189536	7.38644e+07	0	0	1	777.933	0	833.5
DDoS	3	6	63747	49.344	182393	0	0	0	1162.7	2	1291.89
DDoS	4	0	8.5197	1.41995	2.817e+06	0	0	1	6	0	7.5
BENIGN	1	1	2166.26	41.6589	48009	0	0	0	46.6667	1	70
BENIGN	10	5	15881.6	137.941	108742	0	0	0	107.938	0	115.133
DDoS	3	5	15280.1	10.5081	761317	0	0	0	1292.56	1	1454.12
DDoS	5	0	25.707	4.2845	1.167e+06	0	0	1	6	0	7.2
BENIGN	5	1	43.7754	1.45112	4.13474e+06	0	1	1	32.4286	0	37.8333
DDoS	7	4	1285.23	1.21342	9.06529e+06	0	0	1	971.417	0	1059.73
DDoS	4	0	7.04852	1.17475	3.40497e+06	0	0	1	6	0	7.5
BENIGN	2	2	1.78616e+06	25157.2	159	0	0	0	64.6	1	80.75
BENIGN	10	6	10065.8	86.0326	185976	0	0	0	110.118	0	117
DDoS	3	6	644977	499.251	18027	0	0	0	1162.7	2	1291.89
BENIGN	1	1	4296.46	89.5095	22344	0	0	0	48	1	72
DDoS	3	4	45384.1	27.3234	256191	0	0	0	1453.38	1	1661
BENIGN	2	0	115385	19230.8	104	0	0	1	6	0	9
DDoS	3	5	9381.35	6.45154	1.24001e+06	0	0	0	1292.56	1	1454.12
DDoS	5	0	2.49778	0.416296	1.20107e+07	0	0	1	6	0	7.2
DDoS	4	0	2.08014	0.34669	1.15377e+07	0	0	1	6	0	7.5
BENIGN	2	2	1.30337e+06	22471.9	178	0	0	0	53	1	66.25
DDoS	3	6	15442.4	11.9472	753315	0	0	0	1163.3	2	1292.56
DDoS	4	0	2.38292	0.397153	1.00717e+07	0	0	1	6	0	7.5
BENIGN	2	2	1.66412e+06	15267.2	262	0	0	0	97.6	1	122
DDoS	3	4	7541.45	4.53796	1.54254e+06	0	0	0	1454.12	1	1661.86
BENIGN	1	1	2010.5	41.0307	48744	0	0	0	46.3333	1	69.5
