Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,Flow Duration,FIN Flag Count,SYN Flag Count,ACK Flag Count,Packet Length Mean,Down/Up Ratio,Average Packet Size,Label
8,5,158.0457781,0.176254192,73757111,0,0,1,833.0714286,0,897.1538462,DDoS
2,2,2939.630293212,42.9143108498,93209,0,0,0,62.4,1,78,BENIGN
3,4,7779.855438,4.68142251,1495272,0,0,0,1454.125,1,1661.857143,DDoS
1,1,0,24691.3580246914,81,0,0,1,0,1,0,BENIGN
2,2,1600000,22222.2222222222,180,0,0,0,66,1,82.5,BENIGN
2,2,1710144.92753623,28985.5072463768,138,0,0,0,57.4,1,71.75,BENIGN
3,6,308678.6843,238.9359386,37667,0,0,0,1162.7,2,1291.888889,DDoS
8,6,142.390457,0.170922267,81908579,0,0,1,777.9333333,0,833.5,DDoS
2,0,770833.333333333,41666.6666666667,48,0,1,1,24.6666666667,0,37,BENIGN
2,2,1139664.80446927,22346.3687150838,179,0,0,0,49.4,1,61.75,BENIGN
14,10,16420.5482096801,59.4050583407,404006,0,0,0,265.36,0,276.4166666667,BENIGN
4,0,3.196710798,0.532785133,7507717,0,0,1,6,0,7.5,DDoS
4,0,2.513284541,0.418880757,9549257,0,0,1,6,0,7.5,DDoS
2,1,0,31.5483952383,95092,0,0,1,0,0,0,BENIGN
1,1,3718.3477748801,33.6502061075,59435,0,0,0,95,1,142.5,BENIGN
3,6,179210.5304,138.7197706,64879,0,0,0,1162.7,2,1291.888889,DDoS
14,12,29.2209112088,0.4282658914,60709948,0,0,0,65.7037037037,0,68.2307692308,BENIGN
8,5,158.9811806,0.177297362,73323144,0,0,1,833.0714286,0,897.1538462,DDoS
3,5,345465.8902,237.699073,33656,0,0,0,1291.888889,1,1453.375,DDoS
3,4,9664.06426,5.818220506,1203117,0,0,0,1453.375,1,1661,DDoS
3,6,9406.485,7.277431875,1236700,0,0,0,1163.3,2,1292.555556,DDoS
5,0,15.02244353,2.503740588,1997012,0,0,1,6,0,7.2,DDoS
3,6,8550.514038,6.615200407,1360503,0,0,0,1163.3,2,1292.555556,DDoS
3,5,25757.52544,17.71341902,451635,0,0,0,1292.555556,1,1454.125,DDoS
4,4,31.2166211542,0.2262073997,35365775,0,0,0,127.1111111111,1,143,BENIGN
5,0,6.637342886,1.106223814,4519881,0,0,1,6,0,7.2,DDoS
2,2,1433962.26415094,25157.2327044025,159,0,0,0,54.2,1,67.75,BENIGN
2,2,1096446.70050761,20304.5685279188,197,0,0,0,52.4,1,65.5,BENIGN
2,0,9250000,500000,4,0,1,1,24.6666666667,0,37,BENIGN
3,6,50938.86635,39.42975808,228254,0,0,0,1162.7,2,1291.888889,DDoS
8,4,118.4958286,0.121982495,98374771,0,0,1,897.1538462,0,971.9166667,DDoS
2,2,1016216.21621622,21621.6216216216,185,0,0,0,45.4,1,56.75,BENIGN
1,1,2242.414332765,46.7169652659,42811,0,0,0,48,1,72,BENIGN
9,6,115.6347835,0.148720034,100860655,0,0,1,729.3125,0,777.9333333,DDoS
1,1,0,1654.2597187759,1209,0,0,1,0,1,0,BENIGN
1,1,1542.9012257493,28.5722449213,69998,0,0,0,51.3333333333,1,77,BENIGN
4,0,15.1063582,2.517726367,1588735,0,0,1,6,0,7.5,DDoS
2,2,632124.352331606,10362.6943005181,386,0,0,0,55.4,1,69.25,BENIGN
510,669,204379.52720154,225.1130290801,5237369,0,0,0,907.1279661017,1,907.8973706531,BENIGN
1,1,5595.6270013261,64.6893294951,30917,0,0,0,76.3333333333,1,114.5,BENIGN
3,1,2.1986631395,0.7328877132,5457862,0,0,0,2.4,0,3,BENIGN
3,1,0,0.726609135,5505023,0,0,0,0,0,0,BENIGN
3,5,96263.01243,66.19995697,120846,0,0,0,1292.555556,1,1454.125,DDoS
1,1,0,9803.9215686275,204,0,0,1,0,1,0,BENIGN
3,5,38275.51262,26.32202364,303928,0,0,0,1292.555556,1,1454.125,DDoS
1,1,4013.826991201,28.5681636384,70008,0,0,0,109.6666666667,1,164.5,BENIGN
3,6,12012.93303,9.293939422,968373,0,0,0,1163.3,2,1292.555556,DDoS
2,2,1987421.3836478,25157.2327044025,159,0,0,0,73.6,1,92,BENIGN
3,1,215859.030837004,17621.1453744493,227,0,0,1,11,0,13.75,BENIGN
4,0,59.54950797,9.924917995,403026,0,0,1,6,0,7.5,DDoS
3,4,27018.29725,16.26628371,430338,0,0,0,1453.375,1,1661,DDoS
3,5,212051.5767,145.9028652,54831,0,0,0,1291.888889,1,1453.375,DDoS
1,1,1104.3114158193,23.0064878296,86932,0,0,0,48,1,72,BENIGN
3,1,2.1550694597,0.7183564866,5568266,0,0,0,2.4,0,3,BENIGN
2,0,0,500000,4,0,0,1,0,0,0,BENIGN
2,2,1477832.51231527,19704.4334975369,203,0,0,0,69.4,1,86.75,BENIGN
5,1,40.3790951929,1.4335773441,4185334,0,1,1,30.7142857143,0,35.8333333333,BENIGN
2,0,41333333.3333333,666666.666666667,3,0,0,0,62,0,93,BENIGN
1,1,5717.2223292863,64.238453138,31134,0,0,0,75,1,112.5,BENIGN
2,0,506849.315068493,27397.2602739726,73,0,1,1,24.6666666667,0,37,BENIGN
2,2,2282608.69565217,21739.1304347826,184,0,0,0,92.2,1,115.25,BENIGN
3,6,254763.2605,197.1004336,45662,0,0,0,1163.3,2,1292.555556,DDoS
8,4,158.4025719,0.162979582,73628855,0,0,1,897.6153846,0,972.4166667,DDoS
3,4,6783.867849,4.084207013,1713919,0,0,0,1453.375,1,1661,DDoS
11,11,190.4835882874,0.6633906827,33162962,0,0,0,274.652173913,1,287.1363636364,BENIGN
3,4,17736.08967,10.67795886,655556,0,0,0,1453.375,1,1661,DDoS
2,0,4000000,666666.666666667,3,0,0,1,6,0,9,BENIGN
1,1,3710.6959182345,65.0999283901,30722,0,0,0,54.3333333333,1,81.5,BENIGN
3,6,109483.1401,84.7465607,106199,0,0,0,1162.7,2,1291.888889,DDoS
6,8,2776.191303916,34.7644707109,402710,0,0,0,74.5333333333,1,79.8571428571,BENIGN
2,2,1480225.98870057,22598.8700564972,177,0,0,0,61.4,1,76.75,BENIGN
3,5,46962.0289,32.31239625,247583,0,0,0,1291.888889,1,1453.375,DDoS
8,6,145.1845576,0.174276242,80332235,0,0,1,777.9333333,0,833.5,DDoS
8,5,123.7702331,0.13802977,94182581,0,0,1,833.0714286,0,897.1538462,DDoS
3,5,10942.36189,7.525049007,1063116,0,0,0,1292.555556,1,1454.125,DDoS
1,1,0,41666.6666666667,48,0,0,1,0,1,0,BENIGN
1,1,150000,25000,80,0,0,1,6,1,9,BENIGN
2,2,3569.0571049137,83.0013280212,48192,0,0,0,41.4,1,51.75,BENIGN
3,4,369650.9188,222.5472118,31454,0,0,0,1453.375,1,1661,DDoS
2,6,15707.30164,10.81304648,739847,0,0,0,1291.222222,3,1452.625,DDoS
3,5,11690.37637,8.039457658,995092,0,0,0,1292.555556,1,1454.125,DDoS
2,2,9621.0102060716,130.0136514334,30766,0,0,0,67.6,1,84.5,BENIGN
4,0,2.616705045,0.436117508,9171840,0,0,1,6,0,7.5,DDoS
4,0,3.90122235,0.650203725,6151918,0,0,1,6,0,7.5,DDoS
3,5,6728.034267,4.62686101,1729034,0,0,0,1292.555556,1,1454.125,DDoS
2,0,9250000,500000,4,0,1,1,24.6666666667,0,37,BENIGN
10,10,18.6817759817,0.3008337517,66481902,0,0,0,59.1428571429,1,62.1,BENIGN
2,2,1394594.59459459,21621.6216216216,185,0,0,0,59.4,1,74.25,BENIGN
5,0,3.718477997,0.619746333,8067817,0,0,1,6,0,7.2,DDoS
2,2,2050314.46540881,25157.2327044025,159,0,0,0,75.4,1,94.25,BENIGN
7,4,1327.024453,1.252876919,8779793,0,0,1,971.4166667,0,1059.727273,DDoS
3,4,17271.35461,10.39280343,673543,0,0,0,1454.125,1,1661.857143,DDoS
9,13,141550.198170277,218.5336392804,100671,0,0,0,678.2608695652,1,709.0909090909,BENIGN
1,1,0,40000,50,0,0,1,0,1,0,BENIGN
4,0,2.978174079,0.496362346,8058629,0,0,1,6,0,7.5,DDoS
5,0,8.012968188,1.335494698,3743931,0,0,1,6,0,7.2,DDoS
5,0,2.967511976,0.494585329,10109479,0,0,1,6,0,7.2,DDoS
3,6,6193.363045,4.791564291,1878301,0,0,0,1163.3,2,1292.555556,DDoS
1,1,0,34482.7586206897,58,0,0,1,0,1,0,BENIGN
14,8,58715.1202841372,196.8204550131,111777,0,0,0,285.347826087,0,298.3181818182,BENIGN
2,2,2.8646514411,0.0596802384,67023861,0,0,0,48,1,60,BENIGN
49,54,679.246137319,0.8872953638,116083104,0,0,0,758.1634615385,1,765.5242718447,BENIGN
10,5,14482.3750260724,104.2897865536,143830,0,0,0,130.1875,0,138.8666666667,BENIGN
2,2,1218884.12017167,17167.3819742489,233,0,0,0,63,1,78.75,BENIGN
2,2,800.8174744779,12.8130795916,312181,0,0,0,56.4,1,70.5,BENIGN
8,4,139.7338442,0.143845426,83422882,0,0,1,897.1538462,0,971.9166667,DDoS
2,2,1791208.79120879,21978.021978022,182,0,0,0,75.4,1,94.25,BENIGN
1,1,3985.1699413657,32.6653273882,61227,0,0,0,100.6666666667,1,151,BENIGN
3,6,6353.97652,4.915824695,1830822,0,0,0,1163.3,2,1292.555556,DDoS
2,2,1182186.23481781,16194.3319838057,247,0,0,0,67,1,83.75,BENIGN
3,4,6512.770528,3.918971348,1786183,0,0,0,1454.125,1,1661.857143,DDoS
2,4,70624.17999,36.44491958,164632,0,0,0,1661,2,1937.833333,DDoS
3,4,27894.47434,16.78512167,417036,0,0,0,1454.125,1,1661.857143,DDoS
7,6,3010.0129000553,38.0273738588,341859,0,0,0,73.5,0,79.1538461538,BENIGN
2,0,2949.8525073746,491.6420845624,4068,0,0,1,6,0,9,BENIGN
1,1,1331.4385054775,13.7972902122,144956,0,0,0,79,1,118.5,BENIGN
8,5,846.6414974673,2.0530385128,6332078,0,0,0,382.9285714286,0,412.3846153846,BENIGN
3,5,18379.1931,12.63934882,632944,0,0,0,1292.555556,1,1454.125,DDoS
23,22,108.4288846826,0.389627071,115495055,0,0,0,272.2391304348,0,278.2888888889,BENIGN
7,4,147.2503032678,2.0739479333,5303894,0,0,0,65.0833333333,0,71,BENIGN
2,2,10.7195957152,0.1023350426,39087295,0,0,0,93.2,1,116.5,BENIGN
4,0,36.30884302,6.051473836,660996,0,0,1,6,0,7.5,DDoS
1,1,0,21.015467384,95168,0,0,1,0,1,0,BENIGN
5,0,2.480429207,0.413404868,12094681,0,0,1,6,0,7.2,DDoS
1,1,125000,20833.3333333333,96,0,0,1,6,1,9,BENIGN
4,2,3750.9377344336,57.7067343759,103974,0,0,0,61.8571428571,0,72.1666666667,BENIGN
8,4,141.7692452,0.145940717,82225168,0,0,1,897.1538462,0,971.9166667,DDoS
25,21,86.6354964239,0.3923245556,117249862,0,0,0,216.1276595745,0,220.8260869565,BENIGN
5,0,14.68375595,2.447292658,2043074,0,0,1,6,0,7.2,DDoS
4,0,19.51409894,3.252349823,1229880,0,0,1,6,0,7.5,DDoS
3,5,6198.203923,4.264696945,1875866,0,0,0,1291.888889,1,1453.375,DDoS
3,4,8887.323589,5.347826452,1308943,0,0,0,1454.125,1,1661.857143,DDoS
22,20,90.6866589473,0.3645869317,115198863,0,0,0,242.9534883721,0,248.7380952381,BENIGN
8,4,118.5544582,0.12204285,98326121,0,0,1,897.1538462,0,971.9166667,DDoS
5,0,6.951031834,1.158505306,4315906,0,0,1,6,0,7.2,DDoS
3,1,0,0.6770994144,5907552,0,0,0,0,0,0,BENIGN
3,5,821986.5677,565.5708731,14145,0,0,0,1291.888889,1,1453.375,DDoS
2,2,1664739.88439306,23121.387283237,173,0,0,0,65.6,1,82,BENIGN
5,0,5.561147598,0.926857933,5394570,0,0,1,6,0,7.2,DDoS
5,0,2.719678396,0.453279733,11030716,0,0,1,6,0,7.2,DDoS
8,4,129.6604932,0.133407007,89950298,0,0,1,897.6153846,0,972.4166667,DDoS
2,0,0,666666.666666667,3,0,0,1,0,0,0,BENIGN
4,0,5.082678233,0.847113039,4721920,0,0,1,6,0,7.5,DDoS
4,0,2.453037366,0.408839561,9783789,0,0,1,6,0,7.5,DDoS
3,5,9315.171165,6.40603192,1248823,0,0,0,1292.555556,1,1454.125,DDoS
2,2,6490.1793339027,85.3970964987,46840,0,0,0,66.8,1,83.5,BENIGN
5,0,19.69780934,3.282968223,1523012,0,0,1,6,0,7.2,DDoS
1,1,160000,26666.6666666667,75,0,0,1,6,1,9,BENIGN
4,0,8.287939597,1.381323266,2895774,0,0,1,6,0,7.5,DDoS
3,5,8661.596137,5.956569165,1343055,0,0,0,1292.555556,1,1454.125,DDoS
2,0,0,68.317677199,29275,0,0,1,0,0,0,BENIGN
3,0,3905.1979531376,403.9859951522,7426,0,0,1,7.25,0,9.6666666667,BENIGN
3,5,54072.77257,37.18578016,215136,0,0,0,1292.555556,1,1454.125,DDoS
8,5,1393.537299,1.55328688,8369349,0,0,1,833.5,0,897.6153846,DDoS
4,0,10.62499779,1.770832964,2258824,0,0,1,6,0,7.5,DDoS
3,3,3.8645972989,0.0526990541,113854036,0,0,0,69,1,80.5,BENIGN
1,1,3669.6482558746,41.7005483622,47961,0,0,0,77.3333333333,1,116,BENIGN
3,1,177536.231884058,14492.7536231884,276,0,0,1,11,0,13.75,BENIGN
4,0,21.24126895,3.540211492,1129876,0,0,1,6,0,7.5,DDoS
2,6,449659.4954,309.5496053,25844,0,0,0,1291.222222,3,1452.625,DDoS
7,5,478.02176722,1.2020664725,9982809,0,0,0,367.0769230769,0,397.6666666667,BENIGN
4,0,4.11039634,0.685066057,5838853,0,0,1,6,0,7.5,DDoS
14,9,16553.2901917979,56.0385155154,410432,0,0,0,283.0833333333,0,295.3913043478,BENIGN
10,10,16.5435861025,0.3279204381,60990404,0,0,0,48.0476190476,1,50.45,BENIGN
1,1,444444.444444444,74074.0740740741,27,0,0,1,6,1,9,BENIGN
3,4,348207.6009,209.6373274,33391,0,0,0,1453.375,1,1661,DDoS
2,0,12333333.3333333,666666.666666667,3,0,1,1,22.6666666667,0,34,BENIGN
3,4,283143.3859,170.4656147,41064,0,0,0,1453.375,1,1661,DDoS
2,0,12333333.3333333,666666.666666667,3,0,1,1,24.6666666667,0,37,BENIGN
6,5,32626.1110080448,92.7596849544,118586,0,0,0,322.4166666667,0,351.7272727273,BENIGN
3,4,11440.10304,6.887479251,1016337,0,0,0,1453.375,1,1661,DDoS
4,0,2.591852555,0.431975426,9259786,0,0,1,6,0,7.5,DDoS
2,0,4000000,666666.666666667,3,0,0,1,6,0,9,BENIGN
2,2,1943181.81818182,22727.2727272727,176,0,0,0,75.4,1,94.25,BENIGN
5,0,2.796832494,0.466138749,10726420,0,0,1,6,0,7.2,DDoS
8,5,144.2220222,0.160755062,80868371,0,0,1,833.5,0,897.6153846,DDoS
3,6,13045.54558,10.09283162,891722,0,0,0,1163.3,2,1292.555556,DDoS
3,4,32860.59894,19.78362368,353828,0,0,0,1453.375,1,1661,DDoS
1,1,0,23529.4117647059,85,0,0,1,0,1,0,BENIGN
1,1,665.2183823564,9.3037535994,214967,0,0,0,63,1,94.5,BENIGN
3,5,410465.4035,282.2765605,28341,0,0,0,1292.555556,1,1454.125,DDoS
8,5,162.5450516,0.181178571,71752415,0,0,1,833.5,0,897.6153846,DDoS
1,1,0,40000,50,0,0,1,0,1,0,BENIGN
16,14,10.7506348563,0.260516192,115155990,0,0,0,39.935483871,0,41.2666666667,BENIGN
3,7,40773.4578,35.06790901,285161,0,0,0,1057,2,1162.7,DDoS
5,0,3.091680381,0.515280063,9703461,0,0,1,6,0,7.2,DDoS
4,4,11473.7378888322,254.9719530852,31376,0,0,0,44.1111111111,1,49.625,BENIGN
3,4,6944.096055,4.180671918,1674372,0,0,0,1453.375,1,1661,DDoS
4,3,259317.0819,156.1210607,44837,0,0,1,1453.375,0,1661,DDoS
1,1,3152.3987784455,65.6749745509,30453,0,0,0,48,1,72,BENIGN
2,6,6915.413678,4.760632426,1680449,0,0,0,1291.222222,3,1452.625,DDoS
2,2,1237410.07194245,28776.9784172662,139,0,0,0,41.4,1,51.75,BENIGN
1,1,255319.14893617,42553.1914893617,47,0,0,1,6,1,9,BENIGN
2,2,1172093.02325581,18604.6511627907,215,0,0,0,56.8,1,71,BENIGN
1,1,4634.7672824597,65.278412429,30638,0,0,0,63.6666666667,1,95.5,BENIGN
2,2,9709.6805515099,129.4624073535,30897,0,0,0,69.4,1,86.75,BENIGN
3,3,48.8828795536,1.9553151821,3068559,0,0,0,28.5714285714,1,33.3333333333,BENIGN
15,12,58604.3510011379,91.7072839359,294415,0,0,0,616.2142857143,0,639.037037037,BENIGN
2,1,0,97.1062342202,30894,0,0,1,0,0,0,BENIGN
2,0,12333333.3333333,666666.666666667,3,0,1,1,22.6666666667,0,34,BENIGN
1,1,1862.9569204991,22.0468274615,90716,0,0,0,70,1,105,BENIGN
3,4,12304.19848,7.407705283,944962,0,0,0,1453.375,1,1661,DDoS
4,2,9373.8043616886,191.3021298304,31364,0,0,0,46.8571428571,0,54.6666666667,BENIGN
3,6,408036.4976,315.8448851,28495,0,0,0,1162.7,2,1291.888889,DDoS
35,42,6882.1947789362,54.8580743249,1403622,0,0,0,123.8461538462,1,125.4545454545,BENIGN
2,0,100000,16666.6666666667,120,0,0,1,6,0,9,BENIGN
2,2,1939655.17241379,17241.3793103448,232,0,0,0,98.4,1,123,BENIGN
4,0,2.544856813,0.424142802,9430786,0,0,1,6,0,7.5,DDoS
2,2,16454.8109753589,164.5481097536,24309,0,0,0,87.2,1,109,BENIGN
4,0,6.143130329,1.023855055,3906803,0,0,1,6,0,7.5,DDoS
3,1,14128.7284144427,3139.7174254317,1274,1,0,0,4.8,0,6,BENIGN
5,0,4.892478809,0.815413135,6131861,0,0,1,6,0,7.2,DDoS
5,0,4.94494871,0.824158118,6066797,0,0,1,6,0,7.2,DDoS
5,0,2.977144167,0.496190694,10076771,0,0,1,6,0,7.2,DDoS
8,6,731.3871619032,2.0018416944,6993560,0,0,0,341,0,365.3571428571,BENIGN
2,0,12333333.3333333,666666.666666667,3,0,1,1,22.6666666667,0,34,BENIGN
8,5,123.676169,0.137853914,94302727,0,0,1,833.5,0,897.6153846,DDoS
3,6,18580.81384,14.38267176,625753,0,0,0,1162.7,2,1291.888889,DDoS
3,6,11502.79981,8.899269172,1011319,0,0,0,1163.3,2,1292.555556,DDoS
5,0,5.136240491,0.856040082,5840848,0,0,1,6,0,7.2,DDoS
4,0,657.5702778,109.5950463,36498,0,0,1,6,0,7.5,DDoS
2,0,53571.4285714286,8928.5714285714,224,0,0,1,6,0,9,BENIGN
1,1,0,23809.5238095238,84,0,0,1,0,1,0,BENIGN
3,1,0,0.7058135569,5667219,0,0,0,0,0,0,BENIGN
5,0,8.731730673,1.455288445,3435745,0,0,1,6,0,7.2,DDoS
3,5,89442.64614,61.50959934,130061,0,0,0,1292.555556,1,1454.125,DDoS
10,10,27396.3851344351,34.5325330994,579164,0,0,0,755.5714285714,1,793.35,BENIGN
2,2,6548.060291574,123.5483073882,32376,0,0,0,48.6,1,60.75,BENIGN
4,4,6.4485980581,0.0741218168,107930436,0,0,0,84.2222222222,1,94.75,BENIGN
2,2,5864.2379766741,65.5222120299,61048,0,0,0,78.8,1,98.5,BENIGN
2,2,2346456.69291339,15748.031496063,254,0,0,0,125.6,1,157,BENIGN
2,2,2857142.85714286,20408.1632653061,196,0,0,0,120.8,1,151,BENIGN
4,0,532.6704545,88.77840909,45056,0,0,1,6,0,7.5,DDoS
2,6,80631.95582,55.50775721,144124,0,0,0,1291.222222,3,1452.625,DDoS
4,0,2.988862378,0.49814373,8029811,0,0,1,6,0,7.5,DDoS
1,1,2145.4751333472,19.865510494,100677,0,0,0,85.6666666667,1,128.5,BENIGN
4,2,12007.896497153,97.8904605746,61293,0,0,0,109.4285714286,0,127.6666666667,BENIGN
10,5,15314.4471055218,143.1256738834,104803,0,0,0,100.3125,0,107,BENIGN
3,5,12383.73276,8.52067275,938893,0,0,0,1291.888889,1,1453.375,DDoS
5,0,2.980714183,0.496785697,10064702,0,0,1,6,0,7.2,DDoS
3,0,390909.090909091,27272.7272727273,110,0,0,1,12.25,0,16.3333333333,BENIGN
5,0,3.724479402,0.620746567,8054817,0,0,1,6,0,7.2,DDoS
5,0,2.704235103,0.45070585,11093710,0,0,1,6,0,7.2,DDoS
32,33,59197.4328190018,65.633560762,990347,0,0,0,888.2727272727,1,901.9384615385,BENIGN
2,1,0,75.8591043568,39547,0,0,1,0,0,0,BENIGN
2,2,6209.5561801425,65.3637492647,61196,0,0,0,82.2,1,102.75,BENIGN
4,0,24.4866976,4.081116267,980124,0,0,1,6,0,7.5,DDoS
3,5,12391.57241,8.526066851,938299,0,0,0,1291.888889,1,1453.375,DDoS
5,0,2.983069292,0.497178215,10056756,0,0,1,6,0,7.2,DDoS
4,0,5.323342012,0.887223669,4508446,0,0,1,6,0,7.5,DDoS
5,0,7.592981756,1.265496959,3951017,0,0,1,6,0,7.2,DDoS
5,0,2.807726602,0.467954434,10684801,0,0,1,6,0,7.2,DDoS
2,2,1554216.86746988,24096.3855421687,166,0,0,0,59.4,1,74.25,BENIGN
5,0,9.413421468,1.568903578,3186939,0,0,1,6,0,7.2,DDoS
3,4,41695.05627,25.10238186,278858,0,0,0,1453.375,1,1661,DDoS
5,0,3.129315522,0.521552587,9586761,0,0,1,6,0,7.2,DDoS
14,20,564.5618038398,1.1163187747,30457250,0,0,0,491.2857142857,1,505.7352941176,BENIGN
1,1,10530.2511059879,62.3091781419,32098,0,0,0,131.6666666667,1,197.5,BENIGN
5,0,3.671624584,0.611937431,8170770,0,0,1,6,0,7.2,DDoS
2,2,1425742.57425743,19801.9801980198,202,0,0,0,66,1,82.5,BENIGN
8,5,143.0151671,0.159409858,81550791,0,0,1,833.5,0,897.6153846,DDoS
4,0,2.016185433,0.336030905,11903667,0,0,1,6,0,7.5,DDoS
26,0,960.7999608489,25.9675665094,1001249,0,0,0,37,0,38.4230769231,BENIGN
3,6,18329.80726,14.18837751,634322,0,0,0,1162.7,2,1291.888889,DDoS
3,5,7446.230382,5.120763608,1562267,0,0,0,1292.555556,1,1454.125,DDoS
15,10,28822.4871245079,86.181339327,290086,0,0,0,321.5769230769,0,334.44,BENIGN
2,2,1773584.90566038,25157.2327044025,159,0,0,0,66.8,1,83.5,BENIGN
1,1,5472.8475095286,65.152946542,30697,0,0,0,74.6666666667,1,112,BENIGN
3,4,19642.59167,11.82576259,591928,0,0,0,1453.375,1,1661,DDoS
1,1,0,32786.8852459016,61,0,0,1,0,1,0,BENIGN
2,0,12333333.3333333,666666.666666667,3,0,1,1,24.6666666667,0,37,BENIGN
15,6,51390.1696434551,54.0922040255,388226,0,0,0,906.8636363636,0,950.0476190476,BENIGN
4,0,3.976823075,0.662803846,6034968,0,0,1,6,0,7.5,DDoS
3,4,84448.22126,50.84179486,137682,0,0,0,1453.375,1,1661,DDoS
2,0,12333333.3333333,666666.666666667,3,0,1,1,24.6666666667,0,37,BENIGN
3,1,236714.975845411,19323.6714975845,207,0,0,1,11,0,13.75,BENIGN
13,13,95.6033568303,0.4293069564,60562727,0,0,0,214.4444444444,1,222.6923076923,BENIGN
8,6,129.1170707,0.154989196,90328877,0,0,1,777.9333333,0,833.5,DDoS
2,2,7964.6316357869,134.9937565388,29631,0,0,0,56.2,1,70.25,BENIGN
4,0,2.930371086,0.488395181,8190089,0,0,1,6,0,7.5,DDoS
8,6,143.7176009,0.172604136,81110455,0,0,1,777.5333333,0,833.0714286,DDoS
2,2,1450000,20000,200,0,0,0,67.4,1,84.25,BENIGN
10,5,9386.3768268876,79.1431435657,189530,0,0,0,111.1875,0,118.6,BENIGN
2,2,12375.2261981204,116.7474169634,34262,0,0,0,91.6,1,114.5,BENIGN
3,5,10131.79256,6.967621463,1148168,0,0,0,1292.555556,1,1454.125,DDoS
1,1,631578.947368421,105263.157894737,19,0,0,1,6,1,9,BENIGN
3,5,15069.86312,10.3635266,771938,0,0,0,1292.555556,1,1454.125,DDoS
5,0,3.733753505,0.622292251,8034810,0,0,1,6,0,7.2,DDoS
2,2,6925.7611677899,106.5501718122,37541,0,0,0,62.2,1,77.75,BENIGN
3,5,27274.34716,18.75653548,426518,0,0,0,1292.555556,1,1454.125,DDoS
2,0,4000000,666666.666666667,3,0,0,1,6,0,9,BENIGN
1,1,3115.7783675959,32.9711996571,60659,0,0,0,79.3333333333,1,119,BENIGN
4,0,2.704590739,0.450765123,8873801,0,0,1,6,0,7.5,DDoS
14,13,23597.2007042969,109.7922486672,245919,0,0,0,207.25,0,214.9259259259,BENIGN
5,0,4.971952388,0.828658731,6033847,0,0,1,6,0,7.2,DDoS
2,2,1576158.94039735,8830.0220750552,453,0,0,0,178.4,1,223,BENIGN
3,4,46297.6236,27.87334353,251136,0,0,0,1453.375,1,1661,DDoS
20,16,14.1379209443,0.3112936722,115646424,0,0,0,44.1891891892,0,45.4166666667,BENIGN
3,5,44711.068392357,132.5754437134,60343,0,0,0,299.7777777778,1,337.25,BENIGN
2,2,5720.2288091524,130.005200208,30768,0,0,0,42.4,1,53,BENIGN
3,5,73773.97638,50.76045507,157603,0,0,0,1291.888889,1,1453.375,DDoS
2,2,1969465.64885496,15267.1755725191,262,0,0,0,116.2,1,145.25,BENIGN
8,6,157.897344,0.189536381,73864447,0,0,1,777.9333333,0,833.5,DDoS
3,6,63746.96397,49.34399895,182393,0,0,0,1162.7,2,1291.888889,DDoS
4,0,8.51970181,1.419950302,2817000,0,0,1,6,0,7.5,DDoS
1,1,2166.2604928243,41.6588556312,48009,0,0,0,46.6666666667,1,70,BENIGN
10,5,15881.6280737893,137.94118188,108742,0,0,0,107.9375,0,115.1333333333,BENIGN
3,5,15280.10014,10.50810635,761317,0,0,0,1292.555556,1,1454.125,DDoS
5,0,25.70702899,4.284504831,1166996,0,0,1,6,0,7.2,DDoS
5,1,43.7753930534,1.4511180018,4134743,0,1,1,32.4285714286,0,37.8333333333,BENIGN
7,4,1285.232479,1.213420073,9065286,0,0,1,971.4166667,0,1059.727273,DDoS
4,0,7.048516111,1.174752685,3404972,0,0,1,6,0,7.5,DDoS
2,2,1786163.52201258,25157.2327044025,159,0,0,0,64.6,1,80.75,BENIGN
10,6,10065.8149438637,86.0326063578,185976,0,0,0,110.1176470588,0,117,BENIGN
3,6,644976.979,499.2511233,18027,0,0,0,1162.7,2,1291.888889,DDoS
1,1,4296.455424275,89.5094880057,22344,0,0,0,48,1,72,BENIGN
3,4,45384.10795,27.32336421,256191,0,0,0,1453.375,1,1661,DDoS
2,0,115384.615384615,19230.7692307692,104,0,0,1,6,0,9,BENIGN
3,5,9381.345694,6.451540063,1240014,0,0,0,1292.555556,1,1454.125,DDoS
5,0,2.497776978,0.416296163,12010680,0,0,1,6,0,7.2,DDoS
4,0,2.080142157,0.346690359,11537673,0,0,1,6,0,7.5,DDoS
2,2,1303370.78651685,22471.9101123596,178,0,0,0,53,1,66.25,BENIGN
3,6,15442.41121,11.94719341,753315,0,0,0,1163.3,2,1292.555556,DDoS
4,0,2.382915449,0.397152575,10071696,0,0,1,6,0,7.5,DDoS
2,2,1664122.13740458,15267.1755725191,262,0,0,0,97.6,1,122,BENIGN
3,4,7541.447818,4.537963958,1542542,0,0,0,1454.125,1,1661.857143,DDoS
1,1,2010.503856885,41.0306909568,48744,0,0,0,46.3333333333,1,69.5,BENIGN
4,0,6.841594844,1.140265807,3507954,0,0,1,6,0,7.5,DDoS
4,0,3.06834234,0.51139039,7821813,0,0,1,6,0,7.5,DDoS
3,4,7002.850046,4.216044579,1660324,0,0,0,1453.375,1,1661,DDoS
